Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M
I,0.2998695969581604,0.3236863613128662,-0.22754515707492828,-0.2146352082490921,-0.04671375826001167,-0.2882598340511322,-0.2789853513240814,7,0,1,0
M,0.2998695969581604,0.17251944541931152,-0.10799074918031693,0.041314635425806046,-0.14809420704841614,0.36866769194602966,0.18442323803901672,9,0,0,1
I,0.34150898456573486,0.12213020026683807,0.37022578716278076,-0.174866184592247,-0.22243981063365936,0.04932792857289314,-0.05626178905367851,8,0,1,0
F,0.34150898456573486,0.3236863613128662,0.25067174434661865,0.06986680626869202,0.3407846689224243,-0.2882598340511322,0.22393883764743805,8,1,0,0
M,0.34150898456573486,0.3236863613128662,-0.3470992147922516,-0.05453909933567047,0.0005970285856164992,0.01739395223557949,-0.17121589183807373,8,0,0,1
M,0.34150898456573486,0.2229084074497223,0.25067174434661865,0.0046046725474298,0.2934737503528595,-0.06472202390432358,-0.14247740805149078,9,0,0,1
F,0.3831483721733093,0.42446428537368774,-0.10799074918031693,-0.09838707745075226,-0.11204775422811508,0.04020391404628754,-0.20713910460472107,7,1,0,0
M,0.3831483721733093,0.42446428537368774,0.011563297361135483,-0.06881512701511383,-0.0940246731042862,-0.2973838448524475,0.04432303085923195,8,0,0,1
I,0.3831483721733093,0.27329736948013306,0.7288882732391357,0.039275217801332474,0.18308182060718536,-0.133152037858963,0.08024614304304123,8,0,1,0
I,0.3831483721733093,0.2229084074497223,0.1311173439025879,0.008683624677360058,-0.02418479695916176,-0.33387988805770874,0.30656206607818604,9,0,1,0
I,0.3831483721733093,0.374075323343277,0.37022578716278076,0.07802458852529526,0.050160814076662064,-0.0920940563082695,0.2957850694656372,8,0,1,0
I,0.3831483721733093,0.374075323343277,0.1311173439025879,-0.17996478080749512,-0.2404630333185196,-0.07840797305107117,-0.4047163724899292,11,0,1,0
M,0.4247877299785614,0.4748535454273224,0.6093342304229736,0.07802458852529526,0.0771956518292427,-0.0008540712879039347,0.2095695436000824,7,0,0,1
I,0.4247877299785614,0.17251944541931152,-0.10799074918031693,-0.0657559484243393,0.020873118191957474,0.14056777954101562,0.0012151600094512105,9,0,1,0
F,0.4247877299785614,0.6260204315185547,0.37022578716278076,0.5858457088470459,0.6742135286331177,0.5237756371498108,0.726862907409668,9,1,0,0
I,0.4247877299785614,0.42446428537368774,-0.3470992147922516,-0.09940684586763382,-0.14358846843242645,0.06757581233978271,-0.027523312717676163,8,0,1,0
M,0.4247877299785614,0.6260204315185547,1.0875507593154907,0.31867876648902893,0.068184033036232,0.33673372864723206,0.8346322774887085,9,0,0,1
F,0.4247877299785614,0.5756314396858215,1.3266589641571045,0.3421323299407959,0.25968030095100403,0.6058914065361023,1.6608648300170898,7,1,0,0
I,0.4247877299785614,0.374075323343277,0.7288882732391357,-0.05555874481797218,-0.05347249656915665,-0.3110697865486145,0.08024614304304123,8,0,1,0
I,0.4247877299785614,0.42446428537368774,-0.10799074918031693,-0.04434189945459366,0.009608638472855091,-0.04191206023097038,0.10898472368717194,9,0,1,0
F,0.4247877299785614,0.27329736948013306,0.25067174434661865,0.41147342324256897,0.4556824564933777,0.34129565954208374,0.870555579662323,7,1,0,0
M,0.4247877299785614,0.374075323343277,0.48977982997894287,0.02092023566365242,0.1853346973657608,0.15881580114364624,0.0012151600094512105,8,0,0,1
M,0.4247877299785614,0.3236863613128662,0.48977982997894287,0.27075183391571045,0.5570628643035889,-0.133152037858963,0.25986194610595703,12,0,0,1
F,0.46642711758613586,0.27329736948013306,0.25067174434661865,0.010723039507865906,0.3092440962791443,-0.2654498815536499,-0.06344643235206604,7,1,0,0
M,0.46642711758613586,0.5252425074577332,0.37022578716278076,0.41759154200553894,0.4939817488193512,0.38235363364219666,0.40355440974235535,9,0,0,1
M,0.46642711758613586,0.2229084074497223,-0.22754515707492828,-0.06269688159227371,0.025378990918397903,-0.0692840963602066,-0.07422345131635666,9,0,0,1
I,0.46642711758613586,0.374075323343277,-0.3470992147922516,-0.24318738281726837,-0.2539803981781006,-0.36581385135650635,-0.027523312717676163,8,0,1,0
F,0.5080664753913879,0.374075323343277,0.011563297361135483,0.1718389093875885,0.32050856947898865,0.364105761051178,0.10179997235536575,9,1,0,0
M,0.5497058629989624,0.8275765776634216,0.6093342304229736,0.7714347839355469,0.8995034098625183,0.4964035749435425,0.504139244556427,9,0,0,1
I,0.5497058629989624,0.42446428537368774,0.1311173439025879,0.394137978553772,0.3092440962791443,0.797495424747467,0.18801550567150116,9,0,1,0
I,0.5497058629989624,0.5252425074577332,0.1311173439025879,0.14838533103466034,0.26869192719459534,-0.019102096557617188,0.15209238231182098,10,0,1,0
F,0.5913457274436951,0.27329736948013306,0.25067174434661865,0.1453261524438858,0.26193317770957947,-0.09665599465370178,0.18801550567150116,7,1,0,0
M,0.5913457274436951,0.42446428537368774,0.011563297361135483,0.018880821764469147,0.16731147468090057,0.12231989204883575,-0.15684670209884644,9,0,0,1
M,0.5913457274436951,0.42446428537368774,0.1311173439025879,0.26565322279930115,0.46694692969322205,0.23636969923973083,0.1053924560546875,9,0,0,1
I,0.5913457274436951,0.5252425074577332,0.25067174434661865,0.009703393094241619,0.07944851368665695,0.10863380134105682,-0.027523312717676163,7,0,1,0
F,0.6329851150512695,0.5252425074577332,0.37022578716278076,0.2952251732349396,0.30473822355270386,0.21812181174755096,0.43947774171829224,7,1,0,0
F,0.6329851150512695,0.6764094233512878,0.25067174434661865,0.6143977642059326,0.9715960025787354,0.14056777954101562,0.4754008948802948,8,1,0,0
M,0.6329851150512695,0.7267983555793762,0.6093342304229736,0.17897692322731018,0.24391008913516998,0.14512984454631805,0.24190038442611694,8,0,0,1
I,0.6329851150512695,0.7267983555793762,0.7288882732391357,0.1810164600610733,0.09296586364507675,0.38235363364219666,0.36763128638267517,7,0,1,0
F,0.6329851150512695,0.7267983555793762,0.9679967761039734,0.48081427812576294,0.4061186611652374,0.5922054648399353,0.6190933585166931,9,1,0,0
M,0.6329851150512695,0.6260204315185547,0.6093342304229736,0.4695974290370941,0.651684582233429,0.5511475205421448,0.25986194610595703,8,0,0,1
M,0.6329851150512695,0.6260204315185547,0.48977982997894287,0.7449220418930054,0.9152736067771912,1.130521297454834,0.17723870277404785,9,0,0,1
F,0.674624502658844,0.4748535454273224,0.1311173439025879,0.3033829629421234,0.48947587609291077,-0.028226107358932495,0.25986194610595703,8,1,0,0
M,0.674624502658844,0.6764094233512878,0.1311173439025879,0.1126951351761818,0.10873621702194214,0.09038591384887695,0.22393883764743805,7,0,0,1
I,0.674624502658844,0.6260204315185547,0.1311173439025879,-0.05351933091878891,0.08846012502908707,0.4188496768474579,-0.13529276847839355,8,0,1,0
F,0.674624502658844,0.7267983555793762,0.011563297361135483,0.3309153616428375,0.5142578482627869,0.4918416440486908,0.008399805054068565,7,1,0,0
F,0.674624502658844,0.6260204315185547,0.37022578716278076,0.2962448298931122,0.15154124796390533,0.3960397243499756,0.6873475313186646,8,1,0,0
F,0.674624502658844,0.9787434935569763,0.9679967761039734,1.234387993812561,1.6632357835769653,0.7609993815422058,1.3806641101837158,10,1,0,0
M,0.7162638306617737,0.6764094233512878,0.37022578716278076,0.31459981203079224,0.43765923380851746,0.43253564834594727,0.19520024955272675,9,0,0,1
F,0.7162638306617737,0.5756314396858215,0.48977982997894287,0.4971298277378082,0.5593157410621643,0.6469495296478271,0.2957850694656372,9,1,0,0
F,0.7162638306617737,0.7771876454353333,0.25067174434661865,0.8397560119628906,1.0955055952072144,1.0119092464447021,0.5005469918251038,11,1,0,0
M,0.7162638306617737,0.6260204315185547,0.48977982997894287,0.394137978553772,0.403865784406662,0.4918416440486908,0.3999621272087097,8,0,0,1
F,0.7162638306617737,0.6764094233512878,0.48977982997894287,0.5848258137702942,0.10873621702194214,0.3869157135486603,1.0070635080337524,9,1,0,0
I,0.7162638306617737,0.5756314396858215,-0.3470992147922516,0.19121365249156952,0.3452903926372528,0.08582384139299393,0.15209238231182098,8,0,1,0
M,0.7162638306617737,0.6260204315185547,0.7288882732391357,0.5909441709518433,0.7350416779518127,0.5465855598449707,0.5113239884376526,8,0,0,1
F,0.7162638306617737,0.7771876454353333,0.9679967761039734,0.9192942976951599,0.9648372530937195,0.9571651220321655,0.8346322774887085,6,1,0,0
M,0.7579032182693481,0.6260204315185547,0.48977982997894287,0.3849606513977051,0.5120048522949219,0.5374615788459778,0.2957850694656372,9,0,0,1
M,0.7579032182693481,0.6764094233512878,0.8484423756599426,0.8061052560806274,1.1000112295150757,0.733627438545227,0.5185085535049438,8,0,0,1
I,0.7995426058769226,0.7771876454353333,0.9679967761039734,0.6633444428443909,0.6043736934661865,0.6880075335502625,0.5472471117973328,11,0,1,0
F,0.7995426058769226,1.0795214176177979,0.37022578716278076,1.0131086111068726,1.3928879499435425,0.7290655374526978,0.6909397840499878,11,1,0,0
M,0.7995426058769226,1.0795214176177979,0.8484423756599426,0.7999868392944336,0.7913643717765808,0.5511475205421448,1.1220176219940186,12,0,0,1
F,0.7995426058769226,1.3314666748046875,0.6093342304229736,0.6327528357505798,0.6314085125923157,0.5739574432373047,0.8490015864372253,10,1,0,0
I,0.7995426058769226,0.8275765776634216,0.48977982997894287,0.4838734567165375,0.3903484344482422,0.5967675447463989,0.4754008948802948,10,0,1,0
F,0.7995426058769226,0.7267983555793762,0.9679967761039734,0.8010067343711853,1.0031367540359497,0.8111812472343445,0.5328778028488159,11,1,0,0
I,0.7995426058769226,0.6260204315185547,0.011563297361135483,0.05661055073142052,0.0005970285856164992,-0.1878959834575653,0.40355440974235535,8,0,1,0
I,0.7995426058769226,0.42446428537368774,-0.10799074918031693,0.19427284598350525,-0.006161577999591827,0.4188496768474579,0.41433143615722656,9,0,1,0
M,0.7995426058769226,0.7267983555793762,0.25067174434661865,0.8917618989944458,1.212656021118164,0.7016933560371399,0.504139244556427,11,0,0,1
F,0.7995426058769226,0.7267983555793762,0.8484423756599426,0.4318678081035614,0.47145265340805054,0.38235363364219666,0.43947774171829224,8,1,0,0
M,0.8411819934844971,0.8275765776634216,0.6093342304229736,0.5868653655052185,0.5863504409790039,0.7381893992424011,0.6729782223701477,10,0,0,1
M,0.8411819934844971,0.6764094233512878,0.48977982997894287,0.5216031074523926,0.6359143853187561,0.5009655356407166,0.5149162411689758,9,0,0,1
M,0.8411819934844971,0.9283545017242432,0.7288882732391357,0.5501554012298584,0.4737056791782379,0.35954368114471436,0.8274477124214172,8,0,0,1
I,0.8411819934844971,0.6260204315185547,0.37022578716278076,0.7479812502861023,1.2779902219772339,0.22724582254886627,0.5436548590660095,11,0,1,0
F,0.8411819934844971,0.7771876454353333,0.8484423756599426,1.0875481367111206,1.4289344549179077,0.7381893992424011,0.9459940791130066,9,1,0,0
I,0.8411819934844971,0.7771876454353333,0.25067174434661865,0.4390058219432831,0.3543020188808441,0.9662892818450928,0.28141576051712036,8,0,1,0
M,0.8828213810920715,0.9787434935569763,0.7288882732391357,0.535879373550415,0.4601881802082062,0.7792474031448364,0.43947774171829224,8,0,0,1
F,0.8828213810920715,0.9283545017242432,0.9679967761039734,0.7500205039978027,0.6967425346374512,0.4735936224460602,1.1543484926223755,7,1,0,0
M,0.8828213810920715,0.8275765776634216,0.7288882732391357,0.7051528692245483,0.7485591769218445,0.8431153297424316,0.7196781635284424,10,0,0,1
M,0.8828213810920715,0.7771876454353333,0.6093342304229736,0.8244603276252747,1.3388183116912842,0.4644696116447449,0.4646238684654236,9,0,0,1
M,0.8828213810920715,0.8779655694961548,0.8484423756599426,0.8988999128341675,1.1067700386047363,0.824867308139801,0.6406474113464355,10,0,0,1
I,0.9244607090950012,0.9283545017242432,0.6093342304229736,1.3465571403503418,1.6024073362350464,1.4954808950424194,0.8813323974609375,12,0,1,0
M,0.9244607090950012,0.9283545017242432,0.7288882732391357,1.2354077100753784,1.1338046789169312,1.1715790033340454,1.287264108657837,11,0,0,1
F,0.9244607090950012,0.8275765776634216,0.8484423756599426,0.8458743691444397,0.9963779449462891,1.2080750465393066,0.4754008948802948,9,1,0,0
F,0.9244607090950012,0.8275765776634216,0.7288882732391357,0.8825843334197998,0.8071345686912537,0.7838093042373657,1.014248013496399,8,1,0,0
F,0.9661000967025757,0.9787434935569763,0.6093342304229736,0.8050855994224548,0.7305359244346619,0.8111812472343445,0.870555579662323,9,1,0,0
M,0.9661000967025757,1.0795214176177979,0.9679967761039734,0.8530123829841614,0.847686767578125,1.0210330486297607,0.9316247701644897,9,0,0,1
M,0.9661000967025757,1.1802992820739746,1.0875507593154907,1.7911555767059326,1.81868577003479,2.1889045238494873,1.4704722166061401,10,0,0,1
M,1.0077394247055054,0.9787434935569763,0.25067174434661865,0.6766008138656616,0.7192714810371399,0.7381893992424011,0.6909397840499878,9,0,0,1
M,1.0077394247055054,0.9283545017242432,0.8484423756599426,0.9325506687164307,0.9242851138114929,0.9799751043319702,1.0573558807373047,11,0,0,1
M,1.0077394247055054,0.9283545017242432,1.2071048021316528,1.49033784866333,1.7195581197738647,1.7418285608291626,1.0465788841247559,13,0,0,1
M,1.0077394247055054,1.0291324853897095,1.2071048021316528,1.3169852495193481,1.1067700386047363,1.5000427961349487,1.7327109575271606,8,0,0,1
M,1.0077394247055054,1.0291324853897095,1.3266589641571045,0.8101840615272522,1.0324244499206543,0.37322962284088135,0.9747326374053955,9,0,0,1
M,1.0077394247055054,1.0291324853897095,0.48977982997894287,1.0222861766815186,1.3838762044906616,1.1715790033340454,0.5616164207458496,8,0,0,1
F,1.0077394247055054,1.0291324853897095,0.48977982997894287,0.8417955636978149,1.00088369846344,0.8704872131347656,0.5472471117973328,8,1,0,0
M,1.0077394247055054,0.9283545017242432,0.8484423756599426,1.0375818014144897,0.8769744634628296,1.1624550819396973,1.2657101154327393,9,0,0,1
F,1.0077394247055054,1.0291324853897095,1.2071048021316528,1.089587688446045,0.9625845551490784,1.6551506519317627,0.870555579662323,9,1,0,0
M,1.0077394247055054,0.7771876454353333,0.25067174434661865,0.8010067343711853,0.9468142986297607,0.8476772904396057,0.6550166606903076,8,0,0,1
F,1.0077394247055054,0.7267983555793762,1.2071048021316528,1.1059032678604126,1.50102698802948,1.002785086631775,0.7987091541290283,11,1,0,0
F,1.0493788719177246,0.8779655694961548,0.37022578716278076,1.036562204360962,1.1518279314041138,1.2673810720443726,0.6909397840499878,8,1,0,0
M,1.0493788719177246,0.9787434935569763,1.2071048021316528,0.9080774784088135,1.0391829013824463,0.4507836699485779,1.0932790040969849,10,0,0,1
M,1.0493788719177246,1.1802992820739746,1.0875507593154907,1.3445179462432861,1.3771177530288696,1.427051067352295,0.9998787045478821,10,0,0,1
M,1.0493788719177246,1.0291324853897095,0.48977982997894287,1.1313961744308472,1.257714033126831,1.002785086631775,0.9172554612159729,8,0,0,1
M,1.0910183191299438,1.4322446584701538,0.9679967761039734,0.9080774784088135,1.0211598873138428,0.916107177734375,0.9064786434173584,9,0,0,1
F,1.0910183191299438,1.0291324853897095,0.25067174434661865,0.43696630001068115,0.5412925481796265,0.3869157135486603,0.4754008948802948,8,1,0,0
F,1.0910183191299438,0.9787434935569763,1.2071048021316528,1.0600157976150513,1.0549533367156982,0.856801450252533,1.3375564813613892,11,1,0,0
F,1.0910183191299438,0.9787434935569763,1.3266589641571045,1.2476444244384766,1.4807510375976562,1.8239445686340332,0.8921094536781311,10,1,0,0
M,1.1326581239700317,0.9283545017242432,0.6093342304229736,1.0008718967437744,1.3861292600631714,0.8066192865371704,0.7340474724769592,8,0,0,1
F,1.1326581239700317,1.2810777425765991,0.8484423756599426,1.4046814441680908,1.5843844413757324,1.2035130262374878,1.2657101154327393,11,1,0,0
M,1.1326581239700317,1.2306883335113525,1.3266589641571045,1.4719829559326172,1.3117836713790894,1.3586208820343018,1.8404805660247803,9,0,0,1
M,1.1326581239700317,1.0291324853897095,0.6093342304229736,1.6494144201278687,1.8434674739837646,1.5867207050323486,1.1040560007095337,13,0,0,1
M,1.174297571182251,1.1802992820739746,0.8484423756599426,1.252742886543274,1.3703590631484985,1.8604406118392944,0.8202629685401917,10,0,0,1
M,1.174297571182251,0.9787434935569763,0.48977982997894287,0.9386690258979797,1.149574875831604,0.6606353521347046,0.9172554612159729,10,0,0,1
F,1.174297571182251,0.9787434935569763,0.48977982997894287,0.9437675476074219,1.2239205837249756,1.0210330486297607,0.5831702351570129,10,1,0,0
M,1.174297571182251,1.1299103498458862,0.8484423756599426,1.1089621782302856,1.1112757921218872,1.2719429731369019,1.1220176219940186,11,0,0,1
M,1.174297571182251,0.9283545017242432,0.8484423756599426,0.95600426197052,1.1180344820022583,1.2171992063522339,0.5472471117973328,8,0,0,1
M,1.2159368991851807,0.9787434935569763,0.48977982997894287,0.8764659762382507,1.199138879776001,1.1898269653320312,0.49695470929145813,11,0,0,1
M,1.2159368991851807,1.1299103498458862,0.6093342304229736,1.1446524858474731,1.5843844413757324,0.9662892818450928,0.43947774171829224,10,0,0,1
F,1.2159368991851807,1.1299103498458862,1.2071048021316528,1.0018917322158813,0.7395476698875427,1.1761411428451538,1.355518102645874,12,1,0,0
F,1.2159368991851807,1.4322446584701538,0.37022578716278076,1.5035942792892456,2.2467362880706787,1.4452987909317017,0.8274477124214172,9,1,0,0
F,1.2159368991851807,1.3314666748046875,1.3266589641571045,1.6116845607757568,1.7150523662567139,1.367745041847229,1.6249417066574097,10,1,0,0
M,1.2575763463974,1.1802992820739746,0.48977982997894287,0.9274519681930542,0.9580788016319275,0.8659253120422363,0.8310400247573853,12,0,0,1
F,1.2575763463974,1.0291324853897095,1.3266589641571045,1.128337025642395,1.1045169830322266,1.2491329908370972,1.1327943801879883,9,1,0,0
M,1.2992156744003296,1.1299103498458862,1.3266589641571045,1.274157166481018,1.0481946468353271,1.9197466373443604,1.2477484941482544,9,0,0,1
F,1.2992156744003296,1.0291324853897095,1.4462133646011353,1.5882309675216675,1.5979015827178955,1.4452987909317017,1.664457082748413,10,1,0,0
M,1.3408550024032593,1.1299103498458862,0.25067174434661865,1.11100172996521,1.618177890777588,1.0255953073501587,0.5831702351570129,10,0,0,1
F,1.3408550024032593,1.5834115743637085,0.8484423756599426,1.650434136390686,1.8840196132659912,1.7737627029418945,1.4309566020965576,10,1,0,0
F,1.3824944496154785,1.4322446584701538,1.4462133646011353,1.50971257686615,1.4762450456619263,1.7053327560424805,1.5890185832977295,11,1,0,0
M,1.4657732248306274,1.5834115743637085,0.8484423756599426,2.0960521697998047,2.185908079147339,1.9425565004348755,2.1637890338897705,9,0,0,1
F,1.4657732248306274,1.2810777425765991,0.8484423756599426,1.925758719444275,1.4469573497772217,2.7317819595336914,1.962619423866272,14,1,0,0
F,1.5074125528335571,1.3818557262420654,0.7288882732391357,1.5321465730667114,1.280242919921875,2.5173680782318115,0.18801550567150116,10,1,0,0
M,1.5490518808364868,1.6841894388198853,1.8048758506774902,2.407067060470581,2.8392484188079834,2.4352521896362305,1.890772819519043,10,0,0,1
F,1.5490518808364868,1.6338005065917969,1.3266589641571045,2.348942756652832,2.8527657985687256,2.845832109451294,1.7327109575271606,11,1,0,0
F,1.5490518808364868,1.3314666748046875,1.5657674074172974,1.5331661701202393,1.9944117069244385,0.9708512425422668,1.4094027280807495,9,1,0,0
M,1.5490518808364868,1.5330225229263306,1.9244298934936523,2.4193036556243896,2.5328543186187744,2.494558095932007,2.3505892753601074,10,0,0,1
M,1.632331132888794,1.6338005065917969,1.4462133646011353,2.0369081497192383,2.521589994430542,1.691646695137024,1.76863431930542,9,0,0,1
M,1.632331132888794,1.4322446584701538,1.5657674074172974,2.6436421871185303,3.5421524047851562,2.389632225036621,1.9554344415664673,12,0,0,1
F,1.632331132888794,1.1802992820739746,0.9679967761039734,1.2568219900131226,1.2239205837249756,1.2856290340423584,1.4094027280807495,6,1,0,0
F,1.6739705801010132,1.5834115743637085,1.6853214502334595,2.6793322563171387,3.021733045578003,2.795649766921997,1.897957682609558,13,1,0,0
F,1.7156099081039429,1.5330225229263306,1.2071048021316528,2.271444082260132,1.9808944463729858,3.092180013656616,2.346997022628784,10,1,0,0
M,1.7572492361068726,1.83535635471344,1.8048758506774902,1.8727331161499023,1.6587300300598145,2.0292344093322754,2.2859275341033936,10,0,0,1
F,1.7988886833190918,1.5834115743637085,1.5657674074172974,2.6314053535461426,2.731109380722046,3.0830554962158203,1.7470803260803223,11,1,0,0
F,1.8821674585342407,1.5834115743637085,1.8048758506774902,2.2622663974761963,1.8659965991973877,2.754591941833496,2.415250778198242,10,1,0,0
M,1.8821674585342407,1.885745882987976,1.5657674074172974,2.8384087085723877,3.260540008544922,2.1934664249420166,2.8104054927825928,11,0,0,1
M,2.048724889755249,2.137690782546997,1.3266589641571045,3.4400441646575928,3.4069786071777344,4.2053070068359375,2.8966214656829834,11,0,0,1
M,2.0903642177581787,2.238468647003174,2.6417548656463623,3.978456497192383,4.456829071044922,5.286499977111816,2.436805009841919,11,0,0,1
I,-2.0735769271850586,-2.346931219100952,-1.1839781999588013,-1.2180404663085938,-1.1866800785064697,-1.1276673078536987,-1.2093950510025024,4,0,1,0
I,-1.2407886981964111,-1.6414850950241089,-0.9448699355125427,-0.886631190776825,-0.871274471282959,-0.817451536655426,-0.9076405763626099,5,0,1,0
F,-1.2407886981964111,-1.3895399570465088,-0.10799074918031693,-0.4726245701313019,-0.3936600089073181,-0.45249176025390625,-0.5124858021736145,6,1,0,0
M,-1.1158705949783325,-1.2887619733810425,-0.3470992147922516,-0.5399261116981506,-0.25172752141952515,-0.7763935327529907,-0.6885092258453369,6,0,0,1
I,-0.7411157488822937,-1.0872057676315308,-0.466653436422348,-0.47364434599876404,-0.4522354006767273,-0.3794998228549957,-0.5340397357940674,7,0,1,0
M,-0.6578370332717896,-0.8856499195098877,-0.466653436422348,-0.8458423614501953,-0.7225831747055054,-0.826575517654419,-0.8753097057342529,6,0,0,1
I,-0.5745580196380615,-0.7344827651977539,-0.8253158926963806,-0.8295268416404724,-0.587409257888794,-0.8585095405578613,-0.9974483847618103,5,0,1,0
I,-0.5745580196380615,-0.8352609872817993,-0.10799074918031693,-0.017829138785600662,0.1853346973657608,-0.0829700455069542,-0.19995446503162384,7,0,1,0
I,-0.5745580196380615,-0.6337048411369324,-0.7057616710662842,-0.8050535321235657,-0.6865367889404297,-0.8676334619522095,-0.842978835105896,7,0,1,0
I,-0.491279274225235,-0.8352609872817993,0.011563297361135483,-0.13713645935058594,0.011861506849527359,-0.2472018599510193,-0.21432365477085114,9,0,1,0
M,-0.491279274225235,-0.4825376272201538,-0.5862074494361877,-0.5083147883415222,-0.29002681374549866,-0.3749377429485321,-0.8537557721138,6,0,0,1
I,-0.3247215151786804,-0.43214866518974304,-0.8253158926963806,-0.6286418437957764,-0.7406063675880432,-0.5254836678504944,-0.408308744430542,7,0,1,0
M,-0.3247215151786804,-0.3817597031593323,0.37022578716278076,0.2840082049369812,0.26869192719459534,0.5922054648399353,-0.0167463980615139,8,0,0,1
I,-0.3247215151786804,-0.6337048411369324,0.48977982997894287,0.08210354298353195,-0.22919856011867523,0.04020391404628754,0.5759856700897217,8,0,1,0
F,-0.28308215737342834,-0.5329269170761108,0.48977982997894287,0.10351758450269699,-0.048966627568006516,0.31392374634742737,0.3137466013431549,7,1,0,0
M,-0.1998033970594406,-0.3817597031593323,0.25067174434661865,0.4746958911418915,0.606626570224762,0.3869157135486603,0.41073915362358093,8,0,0,1
M,-0.07488526403903961,-0.5833158493041992,0.37022578716278076,0.19121365249156952,0.2664390504360199,0.15881580114364624,0.24549265205860138,8,0,0,1
M,-0.07488526403903961,-0.12981460988521576,-0.10799074918031693,0.36354637145996094,0.507499098777771,0.6287015080451965,0.09461543709039688,7,0,0,1
M,0.008393485099077225,-0.43214866518974304,0.7288882732391357,0.2687124013900757,0.3543020188808441,0.38235363364219666,0.2670464813709259,9,0,0,1
M,0.008393485099077225,-0.28098180890083313,-0.3470992147922516,-0.3645342290401459,-0.2539803981781006,-0.2335159033536911,-0.5735552310943604,6,0,0,1
M,0.050032857805490494,0.021352272480726242,0.011563297361135483,-0.15141260623931885,-0.04446088895201683,-0.0829700455069542,-0.20354673266410828,7,0,0,1
F,0.09167273342609406,0.17251944541931152,-0.10799074918031693,-0.11776170134544373,0.0771956518292427,0.008269940502941608,-0.4262703061103821,7,1,0,0
I,0.09167273342609406,-0.23059284687042236,0.9679967761039734,0.5195637941360474,0.6133852601051331,0.44622159004211426,0.4682161211967468,7,0,1,0
I,0.1749514788389206,0.12213020026683807,0.6093342304229736,0.13206976652145386,0.2889679968357086,0.35498175024986267,-0.07781572639942169,7,0,1,0
F,0.1749514788389206,0.07174123823642731,1.4462133646011353,1.079390525817871,0.9355495572090149,1.2536948919296265,1.1794945001602173,9,1,0,0
F,0.1749514788389206,-0.23059284687042236,0.25067174434661865,0.5909441709518433,0.8251577615737915,0.5830814838409424,0.32811591029167175,8,1,0,0
F,0.21659085154533386,-0.28098180890083313,0.6093342304229736,0.7673559784889221,0.8274105191230774,1.0347192287445068,0.6873475313186646,9,1,0,0
M,0.21659085154533386,0.12213020026683807,0.48977982997894287,1.0437002182006836,1.2306792736053467,1.1898269653320312,0.7556015253067017,9,0,0,1
M,0.3831483721733093,0.4748535454273224,0.8484423756599426,0.39005914330482483,0.5457984209060669,0.30936166644096375,0.36763128638267517,8,0,0,1
M,0.4247877299785614,0.3236863613128662,1.0875507593154907,0.40025633573532104,0.6674548387527466,0.40060165524482727,0.06946922838687897,9,0,0,1
I,0.4247877299785614,0.42446428537368774,-0.22754515707492828,-0.029046105220913887,0.19659917056560516,-0.0829700455069542,-0.1855851709842682,9,0,1,0
F,0.46642711758613586,0.2229084074497223,0.7288882732391357,1.3282023668289185,1.325301170349121,1.308439016342163,1.2693023681640625,9,1,0,0
M,0.5080664753913879,0.4748535454273224,0.1311173439025879,0.25341662764549255,0.15829986333847046,0.8020573258399963,0.13772308826446533,9,0,0,1
I,0.5080664753913879,0.42446428537368774,0.25067174434661865,0.1279909312725067,0.171817347407341,0.20899780094623566,0.10179997235536575,7,0,1,0
M,0.6329851150512695,0.8779655694961548,0.8484423756599426,0.9621226191520691,1.1721038818359375,0.9434793591499329,0.6442396640777588,10,0,0,1
M,0.6329851150512695,0.5756314396858215,0.6093342304229736,0.42676910758018494,0.6223968863487244,0.364105761051178,0.0874306783080101,8,0,0,1
M,0.674624502658844,0.6764094233512878,0.8484423756599426,0.8642295002937317,0.8927446603775024,1.1396450996398926,0.7484167218208313,8,0,0,1
M,0.674624502658844,0.6764094233512878,0.25067174434661865,0.6551865339279175,0.9715960025787354,0.46903154253959656,0.4179236888885498,9,0,0,1
F,0.7162638306617737,0.6764094233512878,0.25067174434661865,0.5807470083236694,0.7215244770050049,0.7016933560371399,0.4430699944496155,10,1,0,0
F,0.7579032182693481,0.4748535454273224,0.1311173439025879,0.5848258137702942,0.6539373397827148,0.5237756371498108,0.5472471117973328,9,1,0,0
M,0.7995426058769226,0.6260204315185547,0.1311173439025879,0.5256821513175964,0.6832250356674194,0.8294292688369751,0.12694628536701202,9,0,0,1
M,0.8411819934844971,0.8779655694961548,0.8484423756599426,0.8672884106636047,1.00088369846344,0.9617273807525635,0.5723934173583984,8,0,0,1
M,0.8411819934844971,0.8275765776634216,1.0875507593154907,0.6939360499382019,0.7575706243515015,0.6651975512504578,0.7556015253067017,10,0,0,1
M,0.9244607090950012,0.8779655694961548,1.3266589641571045,0.700054407119751,0.38584256172180176,1.1943892240524292,0.7807475924491882,10,0,0,1
F,0.9244607090950012,0.6764094233512878,0.25067174434661865,0.7255473136901855,0.7823526263237,1.1533311605453491,0.37481603026390076,9,1,0,0
F,0.9661000967025757,0.6764094233512878,0.011563297361135483,0.4971298277378082,0.5863504409790039,0.44622159004211426,0.5113239884376526,7,1,0,0
